# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.7.0-beta2

clan.<none>, boolean, 00
clan.b03197e4-1f1a-316b-8873-ed0870397060, boolean, 00
clan.b03197e4-1f1a-316b-8873-ed0870397060.owenedclan, boolean, 00
"clan.carpentier familly", boolean, 01
"clan.carpentier familly.owner", offlineplayer, 810475756964800455554944820C6C6561737453696742697473048BEA288BDED8977C0B6D6F73745369674269747304CEF7AED8249D35FF
"clan.carpentier familly.players::1", offlineplayer, 810475756964800455554944820C6C6561737453696742697473048BEA288BDED8977C0B6D6F73745369674269747304CEF7AED8249D35FF
clan.cef7aed8-249d-35ff-8bea-288bded8977c, string, 801243617270656E746965722046616D696C6C79
clan.cef7aed8-249d-35ff-8bea-288bded8977c.owenedclan, string, 801243617270656E746965722046616D696C6C79
clan.d, boolean, 01
clan.dd, boolean, 00
clan.f4b2566d-66e9-3c4c-b12e-5e76ea891dce, string, 800A4F627369204275696C64
clan.f4b2566d-66e9-3c4c-b12e-5e76ea891dce.owenedclan, string, 800A4F627369204275696C64
clan.list::1, string, 801243617270656E746965722046616D696C6C79
clan.list::2, string, 800A4F627369204275696C64
"clan.obsi build", boolean, 01
"clan.obsi build.players::1", offlineplayer, 810475756964800455554944820C6C656173745369674269747304B12E5E76EA891DCE0B6D6F73745369674269747304F4B2566D66E93C4C
clan.overlor, boolean, 00
clan.overlord, boolean, 01
clan.overlord.players::1, offlineplayer, 810475756964800455554944820C6C6561737453696742697473048873ED08703970600B6D6F73745369674269747304B03197E41F1A316B
clan.requested.blaackknight, boolean, 00
clan.skullborn, boolean, 00
clan.skullborn.owner, offlineplayer, 810475756964800455554944820C6C6561737453696742697473048873ED08703970600B6D6F73745369674269747304B03197E41F1A316B
clan.skullor, boolean, 01
clan.skullor.owneruuid, string, 802462303331393765342D316631612D333136622D383837332D656430383730333937303630
"clan.taureau noir", boolean, 00
"clan.taureau noir.owner", offlineplayer, 810475756964800455554944820C6C6561737453696742697473048BEA288BDED8977C0B6D6F73745369674269747304CEF7AED8249D35FF
coordinate.blaackknight, boolean, 00
coordinate.nezzore, boolean, 01
freeze.<none>, boolean, 01
freeze.b03197e4-1f1a-316b-8873-ed0870397060, boolean, 00
freeze.cef7aed8-249d-35ff-8bea-288bded8977c, boolean, 00
freeze.f4b2566d-66e9-3c4c-b12e-5e76ea891dce, boolean, 00
levels.b03197e4-1f1a-316b-8873-ed0870397060, long, 000000000000001A
levels.cef7aed8-249d-35ff-8bea-288bded8977c, long, 0000000000000000
levels.f4b2566d-66e9-3c4c-b12e-5e76ea891dce, long, 000000000000001B
money.b03197e4-1f1a-316b-8873-ed0870397060, double, 0000000000000000
money.cef7aed8-249d-35ff-8bea-288bded8977c, double, 408F400000000000
money.f4b2566d-66e9-3c4c-b12e-5e76ea891dce, long, 00000000000003E8
options::1, string, 8006637265617465
options::2, string, 80046A6F696E
options::3, string, 80056C65617665
options::4, string, 800664656C657465
options::5, string, 80046C697374
sbm, string, 8003E282A3
spawn, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094060A99999A000000179094052000000000000017A09C066311DCCAE4611057069746368083F0A11E20379617708C2B3A124
vanish.blaackknight, boolean, 01
xpsave.blaackknight, boolean, 01

